;address;final_balance;n_tx;total_received;total_sent
8516;38xxTq1PF5A1EnSCgmd9t1698FmbWeC3ax;215387;8;13334556;13119169
8517;bc1qdy2rxrnjya2ps2cc585kqd84ec6aprf4ql4m5a;684612;1;684612;0
8518;3DasyfHmSCQWqePeNq634SidWezfpWJniG;139100;1;139100;0
8519;bc1qk3g8s8cnn4k3f0gtfnkgqg5xqp2t2jfghnz2wr;22709;1;22709;0
8520;bc1qp7lf8yqkw7wvdea2v4xt4q0c7y5gy9aa3nj2vu;816304;1;816304;0
8521;bc1qz7ae3elwgv6uag5srvjr8yvurzl4uwskyzahkl;39110;1;39110;0
8522;bc1qksdrq5kdq4jpnx5h0uteyz0qjh8nepmm8mwh2r;1250382;1;1250382;0
8523;3GAapTu4UNVVpuZs1iGcmjbX4gn8DLMAoe;2237100;288;248313054;246075954
8524;bc1qmvnwh8n0lcfrj52yhsqvwsvuhqw2qxarp6rq7n;202491;2;202491;0
8525;bc1q3jmdm7jr46v44wzk887azjs5x306k7xz70m85g;563871;3;136528711;135964840
8526;17PBw349nAUSqfmLFYcUBVxq7QsMr59nut;117271;5;416387;299116
8527;bc1qejw5d2laqh5vltjjd58jq43pakul0wh0kwjk5a;97070;1;97070;0
8528;35rqLgCunP9WJ8ZZzuMdgridvt11kSKotA;576972;5;1608258;1031286
8529;bc1q7nw562zhaq0czcq0uc4yqkxtdk54h7e4ndnjfk;804838;23;21941248;21136410
8530;bc1qrqxd9xes2sxwn8wgfequvt8wh7x000ep425gd7;508993;1;508993;0
8531;bc1qmehylgqrvxk2v53c5am8qx3pet53jhc7s43wd0;53059;1;53059;0
8532;39gJFYVqzN3zADoWEFoGnuXmzwFFp5uS5i;341515;1;341515;0
8533;bc1q99pkdmtrgfru0jkeqm7sjcp6mkj5zce3hujy55;2043095;1;2043095;0
8534;16PveT1nW6BwjxZnEHVffSbnp6mLssYZmh;34853095;12;34853095;0
8535;3K9Uav3d4FcJUMKz3Urx5AvsTzsf1aDzmZ;833903;4;1311843;477940
8536;bc1qmjwdumc5zz6q65qcdcu50p2pggmu6cmu2z9q7d;834000;1;834000;0
8537;bc1q7mgvcrk88zadm4utfm5cnvxpu0kffuytehpr6q;483129;98;10529741;10046612
8538;bc1q09x2dal26va5vv2ql7pxkamgr4quw63cka4ptl0y7l6hqt4xjusspnrqcs;27950;1;27950;0
8539;3392yNiK3SQSgAnen5skjTRC1VBUDE22DC;620522;67;12516467;11895945
8540;bc1qr05lmrv690vz0rtf6crlu508nvmxklleruvlmx;968332;1;968332;0
8541;32d1Z8s3zMAsv29Th5MvVWUBoC1tshsGvE;4021616;5;10840686;6819070
8542;bc1qqdp55e30ca56c9p5ez39sttu3ym4znnqtflddn;154649;1;154649;0
8543;3D2RsvQRL7zpkA5y3EVVLarJJ7veqafPkN;13151655;2;13151655;0
8544;bc1qf20505rete5t4fqzlsv3r0amnmkqe5xp930nwu;509392;1;509392;0
8545;33niMqBisqTRbErEtQ7W9ZxaX2dUgVH1pk;6969910;1;6969910;0
8546;bc1qmpnfpxe05lk58deff69gexpa4hh62avywmhsvl;747719;1;747719;0
8547;3ChcdyiWYTg6iy3gno2mCeYcQRksFabp3K;3149919;232;269571420;266421501
8548;3PW6rDCtBeTpCSqgDHBaDGQKQ42PvJhyfF;5874340;16;27293270;21418930
8549;bc1ptgu4wzvd75u9nq9m4dc4lu7td7gcffvueewltnr2mjkk0lmgrecqq286cq;1154438;955;444315820;443161382
8550;bc1qlcjh9llp8nep0xt7ktlmn55w68atp5t2wq8uyp;0;2;444450987;444450987
8551;bc1qlx6y49qn5x3veu934krp7n32ptdf3qa24st0h2;12591;1;12591;0
8552;bc1ph6pp0hpw2h5ch38uepnqh3pdqau9y66z7tukfrj3q2ralazqn2pqaum5xp;0;8;199723;199723
8553;bc1qjw54raekp06899t620vs4xzyk6zqlymvn5nzjc;132940;5;354164;221224
8554;bc1qpq07s4jcd3sj3sl92w73s7sedll3wkqx6xma6s;29845647;1;29845647;0
8555;bc1qlluzlz4nxvj7wra8xqdryzsdkam8hs6slpqgvz;938612;3;1541860;603248
8556;bc1p2lw6texkydpx9kyh599d8fr2g6avf8mpkwgpe46r0k95lf76ztss5qly9y;330;1;330;0
8557;bc1qxedt92dmkg20eqhpqeqvxqhvn7wqhf458wdu8z;78214;1;78214;0
8558;3HWeUvLYmC4xZj1jj5iPDRk5v7Gycp7qaW;7828962;1;7828962;0
8559;bc1q59v5utmpkmg4zvs00ep7z09c5qhgyuvu3ecjlq;6342467;476;56612031;50269564
8560;bc1qlmq5x3fwqwv2smd2084q7jrs62tpqj5jalec36;5783500;1;5783500;0
8561;bc1qxsywm0h85kpr479ran4st8ck4rdw77f2dc2fda;354553431;1;354553431;0
8562;335PErjgaHrAWsmqXqq85hy7e3md26PHwF;469518;1;469518;0
8563;bc1qvtpuqlyqsrxkzmy200ydp49m9gh4vq6j44dagw;130839;1;130839;0
8564;bc1q8pmkusdds8fs47xe0my5hwjanyqpjym32vet8j;132989;1;132989;0
8565;bc1qanqmf9346zvrxs8yuxkdh4ywcwuyexdyv0qegl;13255977;23;80108525;66852548
8566;bc1puw9xf3wfswu8mel8u9nzf90vw9yzt5w07wq59vr2w8nft87md9lqx0s0nf;366806;1;366806;0
8567;bc1qp4jnwxscmh4dq9f202mnwjhyrphd5djqjsylpw;10987625;72;297187589;286199964
8568;3QxKSnSkvXJsKnbEwTCXn17n1gLZMGqQe3;59496;16;2117668;2058172
8569;bc1qvlxgpuz8n6gl6lj0h25k7x75dzx4j20lnkz2xm;208262;1;208262;0
8570;bc1q2yac2weaahr66am5de9hw44jgu9tkxwgh28c9a;401869;1;401869;0
8571;bc1q79r73au8prcxyh2dddrdadqd8wn0mm7l5mwjjs;250607;1;250607;0
8572;bc1q3ap3tpxsv2jl3ptd3x87nhqe4m9uyw0wsg44cd;510000;1;510000;0
8573;3K8v6k7UcFb4CqbXurj5WDj9aQxojuGW2L;1233003;22;16917007;15684004
8574;bc1q862l3s2vac64j9sra0ud8ag2a2lke2jrh3uqc8;333700;1;333700;0
8575;bc1qptjvc3fpk97vsx8040tyqufkjhp95jtwjz70gd;57641;1;57641;0
8576;bc1qy8p4e5j6kpmrlnw0shvm69cmm09cyp9t9kt7um;197176;1;197176;0
8577;bc1pp7q4vcwnqp92e2af8vgwj0ljtrexe08r4u25rlvqzw9jv6x06auq2ttj59;2000000;1;2000000;0
8578;bc1qvvn788xfhw4dlljsnhxlz0q8p4hj9wqhdx2a4r;0;2;281587;281587
8579;3LAcf9ddQ6RSgSrnufgup6cBLLrkS3bQfA;8734543;109;89396474;80661931
8580;3P853iTUG5L2DsJCdEs6aywqU1pjVpq1wc;29590904;752;1226206090;1196615186
8581;bc1qfvws9mpkzh47rfwljgma07tl0fcvsp23z35ruq;0;2;271516545;271516545
8582;bc1q5kn2mra5pzcj4z03jmg75m5qx80hr4eg9ke68u;0;2;425152696;425152696
8583;3Cy7pt3JunU7S9RLK2hEkibPNpDfYoppMm;6769060;6;21112994;14343934
8584;bc1qjzqts4zrlssn4jadj22r97xa8vhszn9y7m8u5k;21901;1;21901;0
8585;bc1q0v7zjqv6vrm7qeuvfajzdpq9efgqnkem6448fh;62691;1;62691;0
8586;bc1q63p7dgc6xhlam2h74szl0gupxcu0aecc0uxhy3;554305;1;554305;0
8587;3HJ1VLsaJzRVnezdQYMf8KiXopuKtwBzPi;30299;1;30299;0
8588;3KS1Sw9eb8Zkzw6binKTkJGfXdpASSfQMU;110029;8;16476382;16366353
8589;16Lzy2xH7H6NUFZhQcP16u5TCEeajSYbyT;2133171;225;7941771;5808600
8590;32x7uhAyZVsuf6B8pLDFCWaBtm714oiCCw;7228698;2;14508698;7280000
8591;39RLh7eAsYtrSAFwexbxHXQieNSKJfWnR5;1618233;27;18433860;16815627
8592;bc1qa6s849tpwc0dzhxjtzq26ps9lyf87axyj7zsqy;160684;93;46156927;45996243
8593;bc1qfsp4nruwmehgdqt0xde8yd0c3faq4exwfe7g5g;3631984;19;27555651;23923667
8594;bc1q4w68stf8fxjac86cr54tmnmxhscfm3yrprzlfl;283528;1;283528;0
8595;19bDhiFZQNeeHvHZwU1TfuWsn7c4H9QgbB;20000;5;292305;272305
8596;bc1qsdafquzkk8v86997ekdutmyj5txwzcltdk09x3;57020369;14;57020369;0
8597;bc1q5huklj09l3e8djkswrtka6glsqc3k45rjf20f4;696133;1;696133;0
8598;bc1qeutylxz3w4f3am4qphq7arwxd0twtvzel8470s;148585;1;148585;0
8599;bc1qwc25gg5wyrkrwzjhg3527a7x58cwyj8yqweayq;0;2;352475054;352475054
8600;bc1qsjey5ksfxsseqdyjv7lu2tmy3tf5yw8f9ymh6t;484969;1;484969;0
8601;14mPCntAWAAwvYLackBHmg1bw8s61vLDAm;18640;9;129964;111324
8602;bc1q5kdmyjtwsvlr2d2c3alrznxs9p8rzfptskt630;283478510;19;283528510;50000
8603;bc1qxzulwhesq43p8s674z0evcjh97vgwe5kk3jw4y;952446;1;952446;0
8604;bc1qh5ctdtrd2r6ahws2r9dxqd0dglxvwtc6t2n3du;0;2;141434739;141434739
8605;bc1p42kll686yz9y3j9fzdwmwqz9vzh4me3sdr6trzlcwfu3rd20xkxselvnuf;142328;166;13974488;13832160
8606;bc1qh59yg06y5j6t28lyxl8npgcn2xmdrenuxy5rr6;239638;3;381599;141961
8607;1LiNwMX7yzHk63NWixE76SjZFWq1XcMQ8c;262791;1;262791;0
8608;bc1qc6vgqfy356w9mqfg3mxs4a2ds25yzgt8ltgdq6;12516;1;12516;0
8609;12aYKC2kVnQhHRBicrHw5zhjvRv7q93DHj;6693197;16;6693197;0
8610;bc1qzs3v05vxndyvysctfjkehmxnk22rvq0vq03f3v;195833;1;195833;0
8611;38VSH8c51zbPHWr2t1BR4iE4DSRLQt3HGL;9097789;1;9097789;0
8612;bc1qh9pc6qde4tzjd7n367vfd7k5f3fwxm2rqjays3;18800000;1;18800000;0
8613;bc1qfzmulhhysm5dcjegm7rmgrse6fnmyfpahryfarq44ngt33x4j0tsy58nd6;156434;1;156434;0
8614;bc1qke2reygus2nmvn755fan5t0ekztjdddl07jw5y;12297599;83;354640873;342343274
8615;3MBRi9tUxotJwLou4iRUneqethxRfXdTmd;2377067;21;50329794;47952727
8616;bc1p0kp2wdvcjsp3p759mxtprpjah642puzguakxv4swjdr54meykmpq5thq9x;84931214;149;721633103;636701889
8617;bc1qkanut3zdxrrhj036msyuec0m2w5eqsx7msk4ap;75128;12;275128;200000
8618;bc1qst6hz538pku97e24ujvzv7x9mpw2elsqeuz6k2;0;2;180452212;180452212
8619;33ZS4ypxXMPwe2PxX6irSVi3uvDepVvDYM;1294289;2;1294289;0
8620;bc1qf8vhcft0e632gn2h2u993awz4p9tmdkrtg9awa;48484;1;48484;0
8621;3P4WqXDbSLRhzo2H6MT6YFbvBKBDPLbVtQ;16616784615;955131;50001895654;33385111039
8622;bc1qjdj9pf8xzj7eg6fspfr34fu4tqz7q22qxmec6j;20300000;1;20300000;0
8623;bc1pm0pyef9p9k3wraklh03ea8j6y7c447h59yepgrz22qxwjtme7f9s9csdkr;5000;3;21000;16000
8624;3HBR55o8KBS8BATDLZ3zkSYaYY29cUS74W;35117300;109;134093406;98976106
8625;bc1q56qxr4gdrcq6zgmv5v3w7ajqzz33m92k9khn4w;81902;1;81902;0
8626;bc1pnm3jt663ka6eypmj83cruv0n0s9a9jwvlk42ve6kn4rg5p2ppg3qh2y9x0;1262584;979;289614950;288352366
8627;bc1qldxkk8a4f65n56rymqrx9mrv2tlp8sc8r3pjx3;58223845;113;58223845;0
8628;bc1qcxw9ddpt6lmng9qqf7k0kvqvmdlgtdu3s0em8t;104946;1;104946;0
8629;bc1qp63vvs5d95fmxh5h79tygnt5mnarfwzpcecxkj;23516;1;23516;0
8630;bc1q4ly2f63fnj2deayhsq8cp4h2cyk2cpk32kjfql;70294753;1;70294753;0
8631;16AiiDf3tJgA4GW6mcpjDsCdjo64LBALgH;7273825;28;8358793;1084968
8632;bc1qtcw84vle0eaxaak4evsppy33qavm54968mh82h247jknywxmjqlsnv6hrd;219260;1;219260;0
8633;32yEsF1AZBQryiQ4k69brME7zqCSNDfdbz;2202394;440;170072286;167869892
8634;bc1q6ng3u2k9r79qdwla9kun42gaxqvx4g20u0wnsl;227313;1;227313;0
8635;bc1q4ahwyfkz2agr2r6tvxt2zksww0czmcsk89lpz0;5076080;1;5076080;0
8636;bc1q9ueqwrweau4wgwgqjp7qkt50axv5c4mxp2fq59;0;2;278799;278799
8637;bc1q6lmpht29l2j64e58wwlzp9uj6h3fcmanx9xcze;79262;1;79262;0
8638;bc1qndmyltcvvg6qcsx9l0tc59snkzlxzjjdwy7n55;69704;1;69704;0
8639;bc1qzvcjel9xe25577m6vwlutea8s57cwpn6rrkjr2;28536;1;28536;0
8640;1Dt5BKMnWH7GFHQPwk4saBJDBRrfDcgqDf;1957378473;7760;4010308764;2052930291
8641;bc1p6jv9zjurr4fzuuq2ayd03wspcuxpwzntg7yxd9j4qzfn2xk0k9zsda50mm;43758;10;572619;528861
8642;1HHMaMgKCb2aGaHAaiQb7NAkshmX2GykYG;345028;1;345028;0
8643;3Hp1dBxuKds357yrZF9cR8aUkrMSY2awBR;181593;1;181593;0
8644;bc1qfhdypkjpwy5a3u522fe5fgzjnua8pq6fl97x4e;7055;1;7055;0
8645;bc1q3shxdwshygnc7v4lckk2gfmyfk30j2j7yyydmw;86826;5;335864;249038
8646;bc1q4ufmawhtcgcq7da532trgfftqphwafm2jq29gl;70578;1;70578;0
8647;bc1qmf36jqagmyper0ttfy8nfhldfv9shug6e0eayd;81934;1;81934;0
8648;bc1qukl5hnvs570lu9h2mq45vnnlg9mn4pylwm872p;6286667;3;6286667;0
8649;bc1p35c90relxeekk7gzpgclm7m5pp3puehjgcxf9yl9ws4798zsun6sqlqghe;0;2;28000;28000
8650;bc1prukhmxmnjh0gj4replkn85srucm07ehk0avt99hy5f8tg3dw7tksvhtumv;5517066;11;70534402;65017336
8651;bc1qe54jy5zey2hw7snu24l8cdk29ahkucvpk8f86c;796343;2;796343;0
8652;1J5x8r8TAtU3hm9EDRqJf7SRYyECBzfCYd;7662223;83;7662223;0
8653;bc1qw8vymhmze9trfkquqrq28ttfaf4etgcqq09x6e;20895;24;742756;721861
8654;bc1qgzmw0k8ll33nn08kfsctpsr4n8lcz7eece7wh4;36068;1;36068;0
8655;bc1queaqfvurcngy6rzu5345ygf2edragn3lcgezdr;20898;6;150212;129314
8656;3AzoKR6SLSPK4bA5ZB7kMRr2Eg2J5g7WEr;295980;29;5383432;5087452
8657;17nHgRYuVYGCCXsAY2VCn3kEvpzNA1roBZ;4099274;13;5212217;1112943
8658;bc1q2fcnxe648gzy2a4eymxq0v474l4e6y5ewzm2dx;50000000;2;50000000;0
8659;1DXuyavnWc1euYEvnTVG8ssWYLeSo5Mz8T;1234602;14;1234602;0
8660;bc1q34h8ct6x7gfveuz8npnnga4d5ujmvgall7jxgr;650509;37;1427934;777425
8661;bc1q0czyfe8vs2jl0vppd2agjc7py7963uect50pne;2097160;5;5627454;3530294
8662;bc1pnyu6uk87e2l779d9jfrgv8n5vvvay50ern09kgjlgxxfz4dg2nvsv8hllr;312927;4;1818279;1505352
8663;bc1qe7dpuzu5ljtsca39g8k7jnvp0w8reetae8sh2a;605264;1;605264;0
8664;bc1qs49afu82uklcv8txca5ulkzxechlxketmtwe5w;28546;1;28546;0
8665;bc1qac5g84ehd0vtz8nfgf57pg4zttcm6wymgru5le;6572495;1;6572495;0
8666;bc1quh9jm6p06nqnvgvvv733pl0g0y6ycxl0aas2t4;8650875;7573;695685923;687035048
8667;12VxTLLn6rJzgRwXn2PqTP4qxJbEAxq3HU;252940;92;4209080;3956140
8668;3NegYYAbGwu53VxeXrCFurBUWCsz8njnJm;6830128;5;38105894;31275766
8669;bc1qvppj8l5dumjqts87qg0qr7rfwymy3v8ppzna5k;142951;1;142951;0
8670;3CScF6WDeXKMbc6RtAHLcBafvqXxXZfbfi;376207;2;376207;0
8671;3PWJmoE2ofscJZoYCkWhs6h3dLhLrhgLfu;5000000;1;5000000;0
8672;1558CyUwm2iEnZsKpC6X2rfVKsFRAuBwHi;19386;1;19386;0
8673;bc1qc7useahm3psgr3v5p4fj3aegacrlul36uypq4u;13323;1;13323;0
8674;1PDiHNxhT7jAPCkbgJ8uee4ZyD2T6vro9J;2516278;119;55647352;53131074
8675;bc1qnsnz32frq322exswlv8yh5adstvmhdkh5ll9kw;3134;1;3134;0
8676;37aZAr1HCHtns1S4zwf8VZjar4hFE4t96U;148801;1;148801;0
8677;bc1qmmnd8vws8ygpl07pr52pnsy7g8mg5fqwt84maz;216496;3;216496;0
8678;3GxiGpuneoHGXQ4fHfC6tNsLuxqsAFSzAo;761746;39;17128111;16366365
8679;32tGFMDM2iE2ESXnmqZWKVSqwMpAJRxJ2Z;78421;1;78421;0
8680;361AwTUWHMfio1AdBXzk2qUkn7wpVbMGEN;707508;189;24460027;23752519
8681;3FFhEPZZC4BHdELyxF8HstAD24Emv61YRr;299671;3;299671;0
8682;3DZ16xUmpWTwqCxtaMGHriC3Pp6UDKJhW9;1157743;88;3630943;2473200
8683;1CyNXi3KMMv3gip474TCsFFToGopezg4Lw;465610;161;56604899;56139289
8684;bc1qw69s6yr525nwzujlm2ct7j2yhsnlw7ztl0v6d3;634889;18;2814925;2180036
8685;1ENMEpCuuSayd79tBQNnKXoa8CSbnL7SJz;11105345;110;11105345;0
8686;3FBkHeBYTLU4kegbKtJD3gDmaHHsbWaWFh;1545154;39;2904418;1359264
8687;bc1payapeg8v39aw8sny7ys00tk5c4hf7lnt7zvrd6x22qar5e09ae6q50h4nr;91712;11;517363;425651
8688;3FT9n4rnGrceWHHptZyHadWng4teQfvQyH;312144;2;312144;0
8689;bc1pc08a0syc074kw5hwfypzgtltntd8cujx6myx68xamhuu9243pz4q069kse;2000000;1;2000000;0
8690;bc1qafcnevnagjyf3kl5da8g0vk0regjugkxv858zd;30057;1;30057;0
8691;bc1qy4zqg2vlf2el0gf8654062ll3ux4fuhurw8gty;14343250;1578;592675539;578332289
8692;bc1qtnr42fvp4sw533z7qcfjjgp9ecv5y2284a6lxd;104784;1;104784;0
8693;bc1q0enh6eyyjlzqh0c2t3m6mamzmuwtzw04vzcjyn;0;2;179687182;179687182
8694;bc1qjr242hcxnss4jygjlkmlqt7d3aytaj58we6rcm;6534590;3693;55031347;48496757
8695;1FsFwsAu2wbAkeUJPAa1hNjRR9XCuvsqLK;5668;261;89310070;89304402
8696;bc1qca59z2f2u4fnkkajqddakvs5see29ay9ywyqgx;81936;1;81936;0
8697;1EnRzJF7xs9CrHqEY1pCFk5XxBmrVhfKsB;353531;197;32408282;32054751
8698;bc1qxsv0rkyqrpelvgkvtv768v4ckwc0zegn5d9azx;178219;10;409470;231251
8699;bc1qz07s25hkxflj3r7qx64c46tlmm2c58l8yk8r46;1454225;3258;2096790264;2095336039
8700;1CBJFSC3ParhojVWBTFeExyB7ZvwNY8PXM;142899;109;21322427;21179528
8701;bc1qz2whwxyyqcx6shhdzh30w54npkkyhy9z4kj8m7;601009;10;601009;0
8702;bc1q84mqd80lzrdzgs22t0c59mh55m0yghs2zc9acd6ye0u9zd3e5vhsw26pch;26001;1;26001;0
8703;bc1phk7edlvpv4g58eakrf5vkt9hjwzzqrueh8n2qu6txhfkfx2nld4qs762d3;150830;268;180662;29832
8704;bc1qakdv4kjvuqmytdtcd5tmjlyzwq23wlun9xwkqz;0;2;476645213;476645213
8705;bc1q6vsxqf0eezkvaeqhyqu0zzexryzc9ehcqleqw5;104588;23;1138947;1034359
8706;bc1pwg253xzer3j5cekvgvdyjw8gn058gmn4uwmzh2xk6ryej2a33ekqjas798;706612;4;1898024;1191412
8707;32tEs4tndXukJWK4W45dF9N8AwGph4oZoQ;8103778;3;21465858;13362080
8708;bc1qp4vzml3ews298x9j7kqqyefe5r0xlhvv36p9qc;75211;4;129601;54390
8709;bc1q93qq0a7uldp90lu3x6hrg99fv0jkh8reqcnnew;199032;2;199032;0
8710;32ZqwyC8tyB3i3x72iHnosqFmRvu8P1S5T;3547926;3;42962708;39414782
8711;17zW4P2QkErwrW5jq3tagdfhxyvmqz5wCn;137918;1200;611748133;611610215
8712;1jvpwFa99pAKCULLPknKCxhgy8xY48pgb;233804;4;389728;155924
8713;bc1qj5vv7rdkdmthtmmvtadftxxv8nafpjl50y5ht2;92619;39;92619;0
8714;36LfyC1t3urZfnDFezqjiqh51R9dGr2FPM;46990;1;46990;0
8715;bc1qpn9g376p5d7cuxyra0fp79a7e4q7sly83a6msj;66695;1;66695;0
8716;bc1qs36hrskvs8jt06qh5xjuvtzayujem9z2zxaagm;1397107;6;2846277;1449170
8717;bc1qfgxf9vst6l3dcqmgq46lv0xuzhnds6u46g2xhw;13284;1;13284;0
8718;bc1qs8ku98ha2uwx0gzwfuagnvukt5gnz3nn05mk93;66635;1;66635;0
8719;bc1q7yecru05t8z0w2l2gdpz8smhv8nd62rd6acm5g;31560;1;31560;0
8720;bc1q5u0xpksssk7hqtnxm03ff3smchvxfl0dy345sv;235085;1;235085;0
8721;bc1q6yurmrkpf8tukf5we8teq3dnr7evfny0sqgfqv;81938;1;81938;0
8722;bc1qm87488aqyxvyrwep3hvmlkl5nz3lwhlngxvnpn;6028078;1;6028078;0
8723;bc1q5jdvq99zk573hwuarzntcqs7ytrc4s4sj8k2ml;501953;145;9937609;9435656
8724;13e8bP8mtoBYqDavP1wmLDy2nGCNgBeQKr;8139030;28;10815549;2676519
8725;362Et835o886XEoLDrJKUcC4PWJ4VdbUsC;342142;10;830849;488707
8726;bc1qy320gndk69smu46lppnettqlgw9y235aukunsp;983894;139;59129942;58146048
8727;bc1qqkpf8ty24kedse44qs6rge73mve5c6ezu7tjr6;15689;1;15689;0
8728;bc1qxvhjj32rx2cx77zp8s55wunu3fgzyxj7psk2pt;988334;31;5889056;4900722
8729;14PVbQYvaSvVzQ5JaWKwaxDfWkmnMZUeSw;54825;1;54825;0
8730;bc1qcj5hm24k09jlhdkk0ggrz7d79u6jxpntvk70s5;36137;1;36137;0
8731;3KohDAEeWQGGxB5YQhyz9hvaf5hfhRg9QF;33277;1;33277;0
8732;3HopoYgVuE4Xfvpfidav4egR37Cx2mEz6h;470870;2;970870;500000
8733;3B1ehAJYStpDrbPctJSGQZUyiDfgZf7kFg;133224;1;133224;0
8734;bc1pew9mspw54633kwjwrfmfrmp6m95h4syz6c4sqcap2meljwptyefquk5rdy;174954;6;456304;281350
8735;bc1qyhtay0rapjatts6msrvxcgfq2z96xs373gwwhl;349503;60;4472721;4123218
8736;bc1pglhwsv4dezwzq7qwjfwdm4l9zsmf2scquwv86lpju7dcjj3y0x2st9lyv8;3373321;152;42478009;39104688
8737;bc1qtfnw756xt9n7cx56t2fj6rljxk5yz2mcszvp0p;12662;1;12662;0
8738;bc1qkq4nqptew4lperhlawhas7syhuekzjqkwxvddp;0;2;479846360;479846360
8739;3HncWPkSi1i2U1jZnXoeKbhtfE9PDJMJ98;5529825;55;44165363;38635538
8740;bc1qsqxc2hhluttld5x8k8jz49k8pksxwc297zxfepd5dj6393mzlfjsl033sj;10000000;1;10000000;0
8741;bc1qhsl07g5ydckppqfncfvnknjzxv3g4jr2h5yldx3wnhkrnu4c0egs82hjql;104956;1;104956;0
8742;3JLDM1xAbxooPHQBQXV5FXDysCVDPwgMwy;488512688;545;647136148;158623460
8743;3LTvQmyo2X2uFx9VmJcFWRwCw2b6GrBo4T;30071;1;30071;0
8744;bc1qx0g90scpmrjhq5gnmj4v0lca5we5rd3yrmvh5m;98694;1;98694;0
8745;14u1dcPmd5DsA4tVpy4ivoBGSiTJXvnTGf;4161685;7;5552807;1391122
8746;bc1p9npryz7pz3zclp3p0pwveq9v2nq2c6x2nnk4fnj4w5dcmh8eeu3qn2rprq;546;1;546;0
8747;bc1pes7vklfg46chptmq3ad3vqtuhckgrnsqejnul53g7k296teda4uszprecf;1313486;7;4466984;3153498
8748;3GnDhdoApLaAyxyiLKX3g82SdckLFAEDbM;191817;159;7047605;6855788
8749;38YtffzmGb1UjvczHgLTDdZPSCw69NJfVa;61820527;21;148682896;86862369
8750;bc1qw2rw3qe7qx8dg78ul8gxjc84f3uj5h07me0d75;28482;1;28482;0
8751;bc1qppc8yqvcswzheq8ez3g8ejra5ul4sdqx0fx7ze;142940;1;142940;0
8752;bc1qn0h6xe42mla90qwghvp9v9h7x43vz4uvssgs9v;78418;1;78418;0
8753;3Q9tLsWWgSupogWHRRvzHaxuvqSbxQzxGL;2295986;108;161065839;158769853
8754;31wauKum9gUuM13PkRp9kKoigLZe6oMMd1;3088480;60;20556798;17468318
8755;bc1qgguguw3pxjc4ja4a7eeku8y2970ma2aqh3x54s;559813;74;11246680;10686867
8756;bc1pymr2nrtmpz2lkatyw5za75ulx3vpdnayugaxjx2nuz20ef7gfznssyje72;16572088;409;16572088;0
8757;bc1qql7yt0gjk933m8f9dzp57e42flsvk3jacsw4az;34637;1;34637;0
8758;bc1prr249zy7dwfa9sxv0zh9gp5m9dlq3d6ndpja9l30cqf250j3gftqeqzn8g;1135607;54;18516002;17380395
8759;bc1q4p7zh90crg3kaygskkkya7zyshlxrlamqrg50d;186629;17;9689401;9502772
8760;bc1qd2qsu93yka4uthqn7pqh4kqsyjvvhll9eh7uwr;43915;1;43915;0
8761;bc1q4ajjmmcrc3wzy706cz2nayfzuudu6aymxc83d5;181561;7;453001;271440
8762;bc1qtl66qp97m8843kk3gagm0pdz78g8gv2l2fk78w;1097976;1;1097976;0
8763;1MzT11nhVfGrAZW6ushA9ur8y6gyavyTM2;71064;1;71064;0
8764;bc1qysy7sc293e8qxgdwvhpc3cg8lsjyjymcv99fss;5072290;75;24972104;19899814
8765;bc1qmf70gtvc5dp3q2fh5erz5uuw9nly2rsk0yr6sn;822356;307;645164443;644342087
8766;361dCRw6pxsL41Hpqw4RAjAT2xBULyySRD;610726;55;6625175;6014449
8767;bc1qu97ldnzna7takzydk2w9gesfnga4avf96anysu;66652;1;66652;0
8768;18Lv1hv7pmeeu3JahdAKnMzufayvVnpZHz;530797;20;3665483;3134686
8769;bc1pp8mzvecd57cy2qd3au5wnwq5t59v7xndd2vzwzds6rxzy7t6k07q6c39j4;1381764;141;568088437;566706673
8770;3MbnCFMtuhLVaC45129NdRc5PhXtWRnfbR;565525;1181;315931690;315366165
8771;36uA5NRiAHyGVF6dT39yY2KgcTNwZJ1U6J;37662389;3334;427420767;389758378
8772;bc1q5me7mf6jwezkw7ljf85kygjkxg90wkqp00q53r;1200;29;32400;31200
8773;39AyWHbLD6YHJT88tM1ZDJ1AwBLD5DT2d6;1949502;731;75141879;73192377
8774;bc1qv4h3ewutqu508nnd3mk73tt0hfu5u2x4wpx4l2;473876;18;2586066;2112190
8775;bc1qgz24fen3yg3gshwcafvkqljwmaykmzlyhgsvyd;1610765;39;62496916;60886151
8776;bc1pjqdfj3czkpt2rnpgh25mdzl7gwcsd28v0fujw8pctxggjx75htpsmcj5zg;304035;6;1819787;1515752
8777;3HTbLwC6555LVcq5pXiA5SyXhzctQ3erZa;847417;35;25471481;24624064
8778;bc1pahc8flh7p44ct9lc6wfn088rxtte7yjvc5u5ymasxhh6gdtfhvuqa2l90g;0;2;22000;22000
8779;bc1q88zefagclfavkj05jm8uq0ng86puz0t6cp84d8;741031;1;741031;0
8780;bc1qjmjmqcwjh8az52ml9vwq3u9tku6vy8zdfarrs9;145449;31;145449;0
8781;bc1qvwk7km0r08ka9242wtqud33528f69q8l54awm8;178722;1;178722;0
8782;bc1qa3ykqplxmc0yuan9n0qesu9vwjmsekk3pm4mj2;78420;1;78420;0
